loan_id,credit_score,annual_income,dti_ratio,loan_amount,loan_term_months,employment_years,delinq_2yrs,open_accounts,revolving_utilization_pct,home_ownership,purpose,region,origination_year,is_default,risk_grade,predicted_default_prob,predicted_risk_tier
L100197,740,46100.0,25.9,9000.0,60,1.1,0,7,55.6,RENT,debt_consolidation,South,2024,0,B (Prime+),0.5608,High
L100198,650,57400.0,19.4,9700.0,36,11.4,0,6,42.8,OWN,debt_consolidation,Northeast,2025,1,D (Near-Prime),0.52,Moderate
L100199,778,42200.0,18.6,18500.0,60,1.9,2,13,64.2,OWN,medical,South,2024,0,A (Super-Prime),0.5442,Moderate
L100200,599,34200.0,6.5,15900.0,60,12.8,1,7,45.0,RENT,debt_consolidation,South,2025,1,D (Near-Prime),0.6155,High
L100201,736,27700.0,18.8,5900.0,60,3.2,0,11,10.0,RENT,medical,West,2024,0,B (Prime+),0.4488,Low
L100202,712,57900.0,3.1,32500.0,36,1.2,0,4,32.4,MORTGAGE,small_business,Northeast,2023,0,B (Prime+),0.3796,Low
L100203,737,40900.0,6.6,10400.0,60,7.8,0,10,58.7,RENT,auto,Northeast,2023,0,B (Prime+),0.4107,Low
L100204,802,33200.0,19.4,10500.0,36,12.3,0,5,35.5,MORTGAGE,credit_card,West,2022,0,A (Super-Prime),0.2854,Low
L100205,776,46600.0,12.8,6100.0,60,5.1,0,11,19.3,RENT,credit_card,West,2025,1,A (Super-Prime),0.3259,Low
L100206,606,62100.0,4.7,50000.0,60,3.3,0,12,53.9,MORTGAGE,auto,South,2022,1,D (Near-Prime),0.5703,High
L100207,570,140400.0,21.2,24700.0,36,5.5,0,11,60.3,MORTGAGE,medical,Northeast,2023,0,E (Subprime),0.5791,High
L100208,733,114900.0,12.2,11900.0,36,2.3,0,12,18.5,MORTGAGE,other,Northeast,2024,0,B (Prime+),0.2744,Low
L100209,614,34700.0,10.7,10500.0,36,13.4,2,7,13.3,MORTGAGE,small_business,Northeast,2024,0,D (Near-Prime),0.528,Moderate
L100210,679,42800.0,15.0,28700.0,60,4.1,0,11,9.2,RENT,home_improvement,West,2024,0,C (Prime),0.4857,Moderate
L100211,735,20900.0,4.9,12600.0,60,7.9,0,8,18.5,RENT,other,South,2022,0,B (Prime+),0.3483,Low
L100212,573,20800.0,10.7,4900.0,36,23.8,0,11,29.8,MORTGAGE,small_business,Northeast,2025,0,E (Subprime),0.5461,Moderate
L100213,543,22000.0,19.4,6600.0,36,4.8,1,7,55.8,RENT,credit_card,South,2025,1,E (Subprime),0.7892,Severe
L100214,697,81600.0,9.0,15400.0,36,4.1,0,4,68.9,RENT,credit_card,South,2024,0,C (Prime),0.447,Low
L100215,683,49200.0,12.1,21400.0,36,10.7,0,4,24.9,RENT,home_improvement,West,2023,0,C (Prime),0.4094,Low
L100216,664,26300.0,7.0,24400.0,36,2.6,0,8,62.5,RENT,medical,Northeast,2024,1,C (Prime),0.6177,High
L100217,683,38400.0,20.6,10900.0,36,1.5,1,9,60.7,MORTGAGE,medical,South,2024,0,C (Prime),0.646,High
L100218,624,41600.0,18.0,6800.0,36,7.5,0,11,32.4,RENT,debt_consolidation,Midwest,2023,0,D (Near-Prime),0.5757,High
L100219,582,38600.0,0.8,5900.0,60,7.9,0,5,75.6,RENT,debt_consolidation,Northeast,2024,0,D (Near-Prime),0.6543,Severe
L100220,669,106200.0,6.9,6700.0,60,1.6,0,6,62.0,RENT,credit_card,Midwest,2024,0,C (Prime),0.4208,Low
L100221,617,21100.0,11.8,12200.0,36,1.6,0,12,11.6,MORTGAGE,debt_consolidation,South,2023,0,D (Near-Prime),0.5906,High
L100222,573,42600.0,22.5,5100.0,36,0.3,0,6,42.7,MORTGAGE,credit_card,South,2023,1,E (Subprime),0.6956,Severe
L100223,713,59400.0,20.4,6700.0,60,4.0,0,11,34.5,OWN,credit_card,West,2024,0,B (Prime+),0.4383,Low
L100224,676,66400.0,14.1,8800.0,36,3.1,1,10,53.8,RENT,debt_consolidation,Midwest,2022,0,C (Prime),0.5281,Moderate
L100225,706,18800.0,10.4,7900.0,36,3.6,0,5,10.3,RENT,credit_card,Midwest,2023,0,B (Prime+),0.4027,Low
L100226,616,57700.0,28.9,13600.0,36,2.6,0,3,17.2,MORTGAGE,small_business,Midwest,2023,0,D (Near-Prime),0.5746,High
L100227,637,29000.0,13.6,10500.0,36,0.8,0,5,19.0,MORTGAGE,debt_consolidation,South,2023,0,D (Near-Prime),0.5609,High
L100228,615,40100.0,11.6,27100.0,36,0.1,0,9,33.8,RENT,debt_consolidation,South,2025,1,D (Near-Prime),0.6467,Severe
L100229,622,24800.0,28.4,9300.0,60,10.9,0,8,71.8,MORTGAGE,debt_consolidation,Midwest,2024,0,D (Near-Prime),0.7096,Severe
L100230,693,76200.0,17.0,15100.0,36,3.2,0,8,43.8,MORTGAGE,home_improvement,Midwest,2025,1,C (Prime),0.4649,Moderate
L100231,629,232400.0,1.0,10800.0,36,0.3,0,9,43.4,MORTGAGE,small_business,South,2022,0,D (Near-Prime),0.2222,Low
L100232,703,85500.0,25.3,10300.0,36,1.4,0,7,43.0,RENT,home_improvement,West,2025,0,B (Prime+),0.5029,Moderate
L100233,702,45800.0,6.3,10600.0,60,13.6,0,4,66.6,MORTGAGE,credit_card,South,2025,0,B (Prime+),0.421,Low
L100234,812,22900.0,14.2,7000.0,60,12.2,2,6,1.7,RENT,debt_consolidation,South,2024,0,A (Super-Prime),0.304,Low
L100235,589,80000.0,19.0,4100.0,60,11.7,1,8,21.0,MORTGAGE,other,Northeast,2025,0,D (Near-Prime),0.5277,Moderate
L100236,738,93500.0,13.0,11300.0,60,4.7,0,8,32.3,RENT,debt_consolidation,Midwest,2025,0,B (Prime+),0.3364,Low
L100237,674,31300.0,21.8,25700.0,60,6.1,0,10,16.7,MORTGAGE,other,South,2024,0,C (Prime),0.523,Moderate
L100238,679,82800.0,25.0,13600.0,36,13.5,0,9,67.0,RENT,debt_consolidation,South,2024,0,C (Prime),0.522,Moderate
L100239,586,22500.0,8.0,19900.0,60,1.7,0,10,22.5,MORTGAGE,debt_consolidation,Northeast,2024,1,D (Near-Prime),0.6458,High
L100240,650,28800.0,15.6,8300.0,60,1.3,1,6,25.4,MORTGAGE,small_business,West,2024,0,D (Near-Prime),0.586,High
L100241,728,56700.0,13.6,4000.0,36,3.4,0,4,47.7,OWN,debt_consolidation,Northeast,2024,0,B (Prime+),0.4272,Low
L100242,675,27200.0,12.6,6100.0,60,5.5,0,7,50.0,MORTGAGE,debt_consolidation,West,2023,0,C (Prime),0.5414,Moderate
L100243,685,75900.0,14.1,20100.0,36,1.3,0,3,14.2,RENT,debt_consolidation,South,2024,0,C (Prime),0.4207,Low
L100244,661,104500.0,12.7,9700.0,60,2.4,0,4,62.5,RENT,debt_consolidation,South,2023,1,C (Prime),0.4879,Moderate
L100245,755,54600.0,27.8,26300.0,36,7.0,0,5,35.0,OWN,home_improvement,West,2024,0,A (Super-Prime),0.422,Low
L100246,679,67000.0,32.1,7500.0,60,1.1,0,8,34.0,MORTGAGE,debt_consolidation,Midwest,2025,0,C (Prime),0.5723,High
L100247,537,113700.0,16.8,17700.0,60,12.5,0,10,28.8,RENT,debt_consolidation,South,2022,0,E (Subprime),0.5379,Moderate
L100248,635,67900.0,19.6,11900.0,36,1.9,0,4,37.0,MORTGAGE,medical,West,2025,0,D (Near-Prime),0.5652,High
L100249,552,99100.0,7.3,8100.0,36,1.3,0,6,66.5,RENT,credit_card,Northeast,2024,1,E (Subprime),0.6222,High
L100250,469,105300.0,12.9,5500.0,36,1.3,0,7,3.3,MORTGAGE,home_improvement,Midwest,2025,1,E (Subprime),0.6188,High
L100251,646,32300.0,32.9,5900.0,60,40.0,0,11,30.4,OWN,home_improvement,West,2025,0,D (Near-Prime),0.4339,Low
L100252,767,151200.0,7.4,13400.0,60,6.2,1,9,72.8,MORTGAGE,debt_consolidation,Northeast,2023,0,A (Super-Prime),0.2673,Low
L100253,683,93800.0,21.3,14700.0,60,9.7,1,11,17.8,MORTGAGE,debt_consolidation,Northeast,2023,0,C (Prime),0.4059,Low
L100254,604,57500.0,11.9,32500.0,36,0.3,0,5,7.5,RENT,credit_card,South,2024,0,D (Near-Prime),0.5384,Moderate
L100255,619,79300.0,21.1,3500.0,60,5.9,1,4,12.4,MORTGAGE,other,South,2023,0,D (Near-Prime),0.4886,Moderate
L100256,753,62300.0,9.0,19200.0,60,1.2,1,9,70.9,RENT,auto,Northeast,2022,0,A (Super-Prime),0.4498,Low
L100257,690,59800.0,5.7,11400.0,36,3.2,0,8,28.4,RENT,credit_card,South,2024,0,C (Prime),0.404,Low
L100258,683,33400.0,23.8,10300.0,60,12.3,0,10,56.5,MORTGAGE,credit_card,South,2023,0,C (Prime),0.5452,Moderate
L100259,677,44300.0,21.2,11000.0,60,5.3,0,4,26.6,RENT,medical,Northeast,2025,0,C (Prime),0.5413,Moderate
L100260,682,45800.0,12.9,15100.0,36,5.9,0,10,42.3,RENT,small_business,Midwest,2025,0,C (Prime),0.5046,Moderate
L100261,732,90200.0,16.8,5100.0,36,0.8,0,9,54.8,OWN,debt_consolidation,South,2023,0,B (Prime+),0.4152,Low
L100262,716,67500.0,24.3,14100.0,36,1.5,0,10,22.1,RENT,small_business,South,2023,1,B (Prime+),0.4593,Moderate
L100263,694,65300.0,20.7,20900.0,36,0.6,1,9,36.1,RENT,home_improvement,West,2023,1,C (Prime),0.5368,Moderate
L100264,612,51000.0,26.1,7400.0,36,12.5,0,4,30.8,MORTGAGE,medical,South,2024,0,D (Near-Prime),0.5777,High
L100265,713,98200.0,24.1,20100.0,36,2.6,0,6,52.9,MORTGAGE,auto,Northeast,2023,0,B (Prime+),0.4281,Low
L100266,636,16800.0,5.9,4900.0,60,3.5,0,5,36.3,OWN,auto,South,2024,1,D (Near-Prime),0.5454,Moderate
L100267,751,34900.0,9.9,4800.0,60,0.4,0,13,24.8,RENT,debt_consolidation,West,2023,0,A (Super-Prime),0.413,Low
L100268,597,84700.0,10.3,17300.0,36,4.0,0,5,19.9,MORTGAGE,medical,South,2025,0,D (Near-Prime),0.5039,Moderate
L100269,671,44300.0,11.1,19200.0,36,2.2,0,7,42.0,MORTGAGE,medical,South,2022,0,C (Prime),0.5182,Moderate
L100270,680,73200.0,7.1,7700.0,60,3.1,0,6,40.6,MORTGAGE,home_improvement,West,2025,0,C (Prime),0.4334,Low
L100271,594,114600.0,24.2,10500.0,36,12.1,0,8,40.8,OWN,debt_consolidation,Northeast,2023,1,D (Near-Prime),0.499,Moderate
L100272,792,78900.0,0.4,9200.0,60,2.5,1,7,47.7,OWN,other,Midwest,2023,0,A (Super-Prime),0.2514,Low
L100273,775,26800.0,4.1,4400.0,60,4.7,1,6,33.8,RENT,debt_consolidation,Northeast,2024,0,A (Super-Prime),0.3818,Low
L100274,650,48400.0,12.1,38000.0,36,1.9,2,6,30.5,RENT,home_improvement,Northeast,2025,0,D (Near-Prime),0.6162,High
L100275,730,31200.0,11.2,8400.0,60,13.8,1,9,69.6,MORTGAGE,debt_consolidation,West,2025,0,B (Prime+),0.4868,Moderate
L100276,705,67500.0,4.9,3400.0,36,0.8,1,12,59.6,OWN,debt_consolidation,South,2023,0,B (Prime+),0.4737,Moderate
L100277,510,88300.0,22.7,31900.0,36,2.7,0,7,33.8,RENT,debt_consolidation,South,2024,0,E (Subprime),0.7245,Severe
L100278,696,48100.0,9.4,17400.0,60,0.9,1,6,15.4,RENT,auto,Northeast,2024,0,C (Prime),0.4456,Low
L100279,676,68800.0,12.9,10900.0,36,2.6,0,9,26.5,MORTGAGE,home_improvement,West,2025,0,C (Prime),0.4532,Moderate
L100280,685,49000.0,15.1,10700.0,36,26.1,1,12,54.3,MORTGAGE,auto,West,2025,0,C (Prime),0.402,Low
L100281,610,134600.0,21.1,9100.0,60,12.5,0,7,41.5,OWN,credit_card,South,2022,0,D (Near-Prime),0.3952,Low
L100282,662,57500.0,28.4,4500.0,36,7.7,1,7,45.3,RENT,home_improvement,West,2023,0,C (Prime),0.5946,High
L100283,668,60200.0,24.2,13000.0,36,2.8,0,9,59.6,OWN,debt_consolidation,Midwest,2023,1,C (Prime),0.5832,High
L100284,757,70700.0,20.4,4000.0,60,14.3,0,11,9.1,OWN,medical,West,2025,0,A (Super-Prime),0.2793,Low
L100285,702,89200.0,12.0,23900.0,60,9.0,0,5,80.1,RENT,medical,Midwest,2024,1,B (Prime+),0.4557,Moderate
L100286,680,75200.0,11.7,18400.0,36,3.0,0,8,29.8,MORTGAGE,auto,South,2024,1,C (Prime),0.4112,Low
L100287,779,53300.0,21.6,5100.0,60,9.7,0,15,61.1,RENT,debt_consolidation,South,2024,0,A (Super-Prime),0.4444,Low
L100288,644,55500.0,13.6,13700.0,36,4.1,0,9,32.7,MORTGAGE,home_improvement,Midwest,2024,1,D (Near-Prime),0.5165,Moderate
L100289,655,68900.0,26.6,7900.0,60,12.8,0,6,51.4,OWN,medical,West,2024,0,C (Prime),0.5279,Moderate
L100290,562,71600.0,19.1,10300.0,36,2.7,0,9,48.7,MORTGAGE,auto,Midwest,2024,1,E (Subprime),0.6435,High
L100291,782,45300.0,22.6,6400.0,60,7.7,0,7,54.9,OWN,debt_consolidation,Northeast,2025,0,A (Super-Prime),0.4298,Low
L100292,743,41100.0,19.6,26700.0,36,8.2,0,11,28.9,MORTGAGE,auto,South,2023,0,B (Prime+),0.3942,Low
L100293,740,48400.0,1.9,9600.0,60,2.5,1,10,49.8,MORTGAGE,debt_consolidation,Northeast,2022,0,B (Prime+),0.4106,Low
L100294,723,67400.0,19.4,15800.0,60,6.7,1,7,30.2,MORTGAGE,debt_consolidation,Midwest,2023,0,B (Prime+),0.4086,Low
L100295,687,43800.0,13.0,5100.0,60,9.7,0,9,33.3,RENT,credit_card,Northeast,2023,0,C (Prime),0.4384,Low
L100296,694,32400.0,12.0,14200.0,60,2.9,0,10,51.5,RENT,home_improvement,Northeast,2024,0,C (Prime),0.5681,High
L100297,664,46200.0,6.6,12400.0,60,8.2,0,14,42.2,RENT,debt_consolidation,West,2023,0,C (Prime),0.4919,Moderate
L100298,667,42900.0,21.6,14000.0,36,12.3,0,7,56.5,MORTGAGE,home_improvement,South,2022,1,C (Prime),0.5423,Moderate
L100299,684,72200.0,10.3,14600.0,60,4.5,0,9,10.9,OWN,debt_consolidation,South,2025,0,C (Prime),0.3895,Low
L100300,778,42400.0,10.0,8800.0,60,1.4,0,8,19.7,OWN,debt_consolidation,South,2024,0,A (Super-Prime),0.3386,Low
L100301,716,44600.0,7.1,7000.0,36,0.8,1,9,23.6,RENT,debt_consolidation,Northeast,2025,0,B (Prime+),0.4617,Moderate
L100302,676,131900.0,22.2,8500.0,60,0.4,1,6,33.8,MORTGAGE,home_improvement,Northeast,2024,0,C (Prime),0.4397,Low
L100303,642,67000.0,25.6,2000.0,36,5.7,0,10,44.4,OWN,credit_card,South,2024,0,D (Near-Prime),0.5617,High
L100304,639,34900.0,3.3,6100.0,36,9.2,1,12,44.4,RENT,credit_card,Northeast,2025,0,D (Near-Prime),0.5442,Moderate
L100305,784,95900.0,20.1,10700.0,36,2.4,0,7,16.3,MORTGAGE,credit_card,West,2024,0,A (Super-Prime),0.2536,Low
L100306,713,45600.0,21.5,4800.0,36,4.0,0,5,25.9,RENT,credit_card,Northeast,2024,1,B (Prime+),0.4565,Moderate
L100307,684,36900.0,4.8,7100.0,60,0.2,1,7,40.4,MORTGAGE,credit_card,West,2023,0,C (Prime),0.4865,Moderate
L100308,657,73700.0,16.5,50000.0,36,12.3,0,5,48.9,MORTGAGE,debt_consolidation,Northeast,2025,0,C (Prime),0.4983,Moderate
L100309,608,27700.0,2.8,10800.0,36,1.5,0,2,31.8,RENT,other,South,2023,0,D (Near-Prime),0.5579,High
L100310,676,52500.0,3.0,17300.0,36,3.6,0,7,42.0,MORTGAGE,small_business,South,2025,0,C (Prime),0.4595,Moderate
L100311,737,70800.0,16.6,11900.0,36,3.5,0,9,45.6,OWN,debt_consolidation,West,2023,0,B (Prime+),0.3988,Low
L100312,654,77300.0,24.2,7300.0,36,1.9,0,6,34.5,MORTGAGE,medical,South,2023,1,C (Prime),0.535,Moderate
L100313,665,42200.0,14.9,1700.0,36,10.5,1,4,70.7,MORTGAGE,medical,Midwest,2024,0,C (Prime),0.5668,High
L100314,666,42800.0,5.4,10700.0,60,0.5,0,7,66.3,RENT,small_business,South,2024,0,C (Prime),0.5846,High
L100315,687,52100.0,5.6,20800.0,36,2.3,0,8,26.4,MORTGAGE,credit_card,South,2024,0,C (Prime),0.414,Low
L100316,576,96400.0,32.5,17400.0,36,6.9,0,7,84.3,MORTGAGE,medical,West,2024,0,E (Subprime),0.7226,Severe
L100317,665,23200.0,9.3,18800.0,36,9.3,0,5,24.4,RENT,home_improvement,Midwest,2024,0,C (Prime),0.4778,Moderate
L100318,624,80000.0,3.2,5800.0,60,6.2,1,7,45.6,MORTGAGE,debt_consolidation,South,2025,0,D (Near-Prime),0.5056,Moderate
L100319,737,62500.0,11.7,16700.0,36,6.4,0,4,73.1,MORTGAGE,home_improvement,Northeast,2025,0,B (Prime+),0.4516,Low
L100320,630,103800.0,32.6,21000.0,60,0.3,0,12,45.4,MORTGAGE,debt_consolidation,Northeast,2025,0,D (Near-Prime),0.6393,High
L100321,718,31900.0,8.1,4900.0,36,3.7,1,15,35.8,RENT,debt_consolidation,South,2025,1,B (Prime+),0.5096,Moderate
L100322,779,93800.0,9.3,4000.0,36,0.2,1,8,8.9,MORTGAGE,credit_card,South,2023,0,A (Super-Prime),0.2365,Low
L100323,660,36000.0,10.2,2500.0,60,0.0,0,6,19.4,MORTGAGE,debt_consolidation,South,2022,1,C (Prime),0.4987,Moderate
L100324,641,62600.0,20.4,7700.0,60,7.5,0,8,26.1,MORTGAGE,credit_card,South,2024,0,D (Near-Prime),0.4995,Moderate
L100325,692,45100.0,28.9,9600.0,60,1.4,0,10,52.6,OWN,other,West,2024,1,C (Prime),0.5953,High
L100326,680,16900.0,27.3,12000.0,36,1.2,1,6,11.9,OWN,auto,Northeast,2025,0,C (Prime),0.5895,High
L100327,615,52800.0,19.0,3600.0,36,8.4,2,7,12.3,MORTGAGE,small_business,Northeast,2024,1,D (Near-Prime),0.5632,High
L100328,710,65400.0,6.5,16700.0,36,0.7,0,10,41.0,RENT,other,Midwest,2025,1,B (Prime+),0.4156,Low
L100329,811,81800.0,19.1,19700.0,60,4.3,0,9,33.6,OWN,other,South,2022,1,A (Super-Prime),0.2646,Low
L100330,663,40300.0,9.6,5800.0,60,19.0,0,8,38.2,MORTGAGE,credit_card,West,2025,0,C (Prime),0.4027,Low
L100331,667,31200.0,14.4,6300.0,60,4.6,0,6,29.3,RENT,debt_consolidation,South,2023,0,C (Prime),0.5368,Moderate
L100332,612,76000.0,33.4,9400.0,36,5.3,0,9,66.4,RENT,debt_consolidation,Northeast,2025,0,D (Near-Prime),0.7165,Severe
L100333,701,45900.0,19.5,7900.0,36,6.0,0,7,86.0,MORTGAGE,other,South,2023,0,B (Prime+),0.5682,High
L100334,599,89300.0,18.8,5900.0,60,1.3,1,8,26.0,MORTGAGE,medical,South,2024,0,D (Near-Prime),0.5898,High
L100335,608,106800.0,5.7,6300.0,36,3.0,1,10,47.1,MORTGAGE,credit_card,South,2025,0,D (Near-Prime),0.497,Moderate
L100336,763,48700.0,11.7,11900.0,36,12.4,0,8,32.1,RENT,credit_card,Midwest,2025,1,A (Super-Prime),0.3027,Low
L100337,621,50100.0,9.5,21000.0,36,2.1,2,8,65.0,RENT,small_business,Midwest,2022,1,D (Near-Prime),0.6567,Severe
L100338,750,38600.0,4.7,18800.0,36,2.0,1,9,17.9,MORTGAGE,other,South,2025,0,B (Prime+),0.3667,Low
L100339,779,20800.0,11.4,10500.0,36,0.3,0,7,8.9,RENT,debt_consolidation,Northeast,2025,1,A (Super-Prime),0.3836,Low
L100340,697,54200.0,7.9,11500.0,60,5.5,2,4,67.7,RENT,credit_card,West,2024,0,C (Prime),0.5214,Moderate
L100341,716,76800.0,6.4,22000.0,36,7.5,0,6,22.5,MORTGAGE,debt_consolidation,Midwest,2024,0,B (Prime+),0.3012,Low
L100342,807,90000.0,27.2,14700.0,60,3.8,1,9,7.2,OWN,auto,Midwest,2022,0,A (Super-Prime),0.2469,Low
L100343,667,53900.0,8.3,13400.0,60,2.7,0,6,23.8,OWN,other,Northeast,2022,0,C (Prime),0.4203,Low
L100344,641,131000.0,8.6,10700.0,36,6.8,0,11,54.5,RENT,other,West,2025,0,D (Near-Prime),0.4007,Low
L100345,592,42400.0,12.7,6700.0,36,12.0,1,9,30.9,MORTGAGE,debt_consolidation,Midwest,2025,0,D (Near-Prime),0.5813,High
L100346,683,53800.0,6.0,18100.0,36,1.8,0,17,19.5,OWN,credit_card,Northeast,2022,0,C (Prime),0.4064,Low
L100347,776,42100.0,15.8,16700.0,60,0.2,0,9,4.2,MORTGAGE,other,Northeast,2022,0,A (Super-Prime),0.3211,Low
L100348,742,44200.0,1.6,6500.0,36,2.8,0,5,93.0,RENT,other,Midwest,2025,0,B (Prime+),0.4658,Moderate
L100349,619,47700.0,25.4,5800.0,36,0.1,0,7,23.6,OWN,debt_consolidation,Northeast,2025,0,D (Near-Prime),0.6407,High
L100350,624,39300.0,10.6,8100.0,36,5.9,1,8,21.2,MORTGAGE,debt_consolidation,Midwest,2023,0,D (Near-Prime),0.5306,Moderate
L100351,647,44600.0,9.2,4400.0,60,3.8,0,10,62.1,MORTGAGE,debt_consolidation,South,2025,0,D (Near-Prime),0.6024,High
L100352,699,62300.0,6.3,3900.0,36,2.3,0,7,18.2,MORTGAGE,credit_card,Midwest,2023,0,C (Prime),0.3317,Low
L100353,667,57400.0,17.5,4300.0,36,0.7,0,12,33.1,RENT,debt_consolidation,Northeast,2023,0,C (Prime),0.5477,Moderate
L100354,694,33200.0,17.4,34700.0,36,14.1,1,3,57.0,RENT,debt_consolidation,Northeast,2025,0,C (Prime),0.5555,High
L100355,699,69400.0,11.3,10500.0,60,5.7,2,11,41.2,MORTGAGE,other,West,2024,0,C (Prime),0.453,Moderate
L100356,661,37000.0,31.0,10700.0,36,2.2,2,11,58.4,RENT,other,Northeast,2025,1,C (Prime),0.7374,Severe
L100357,677,67700.0,17.3,11400.0,60,2.8,0,5,68.7,MORTGAGE,debt_consolidation,Midwest,2025,0,C (Prime),0.5574,High
L100358,693,56400.0,32.0,8300.0,36,0.8,0,7,23.3,RENT,home_improvement,South,2025,1,C (Prime),0.5737,High
L100359,675,21900.0,16.1,8500.0,36,4.5,0,9,41.8,RENT,other,Northeast,2024,1,C (Prime),0.5708,High
L100360,713,33300.0,3.6,4700.0,36,6.9,1,8,40.8,OWN,auto,West,2023,0,B (Prime+),0.3918,Low
L100361,802,85600.0,8.0,11300.0,36,9.0,0,9,19.7,RENT,debt_consolidation,South,2024,0,A (Super-Prime),0.2153,Low
L100362,718,40200.0,4.0,10400.0,60,5.2,0,7,32.7,MORTGAGE,debt_consolidation,Midwest,2022,0,B (Prime+),0.3658,Low
L100363,684,39900.0,13.4,12500.0,36,3.5,2,8,7.1,MORTGAGE,debt_consolidation,Northeast,2025,0,C (Prime),0.505,Moderate
L100364,570,44400.0,10.1,24000.0,36,5.6,1,10,20.2,MORTGAGE,other,South,2024,0,E (Subprime),0.6122,High
L100365,705,57600.0,11.5,7900.0,36,0.4,0,11,12.0,OWN,auto,South,2024,0,B (Prime+),0.3829,Low
L100366,553,71700.0,9.1,6100.0,60,2.7,0,7,23.5,RENT,debt_consolidation,South,2025,0,E (Subprime),0.6138,High
L100367,588,47400.0,9.4,6300.0,36,7.0,0,17,11.2,RENT,debt_consolidation,South,2024,0,D (Near-Prime),0.5678,High
L100368,736,121800.0,21.0,9400.0,60,1.7,0,8,30.1,MORTGAGE,medical,South,2025,0,B (Prime+),0.3469,Low
L100369,726,41600.0,6.7,4800.0,36,2.2,1,8,44.2,OWN,medical,Midwest,2024,0,B (Prime+),0.4427,Low
L100370,670,43800.0,17.1,11600.0,36,6.9,0,6,52.2,OWN,auto,West,2023,0,C (Prime),0.5022,Moderate
L100371,569,50000.0,22.1,4600.0,36,0.7,0,6,10.7,MORTGAGE,debt_consolidation,South,2024,1,E (Subprime),0.6489,Severe
L100372,656,59100.0,14.2,13000.0,60,2.5,1,8,36.8,RENT,home_improvement,Midwest,2024,0,C (Prime),0.557,High
L100373,636,109400.0,18.4,9000.0,60,13.8,1,5,66.4,RENT,home_improvement,South,2024,0,D (Near-Prime),0.5142,Moderate
L100374,721,166900.0,25.4,7600.0,60,0.6,1,5,14.0,MORTGAGE,credit_card,South,2025,0,B (Prime+),0.2818,Low
L100375,827,46500.0,35.7,20300.0,36,1.0,0,6,28.1,OWN,debt_consolidation,South,2023,0,A (Super-Prime),0.4007,Low
L100376,694,50400.0,14.9,22100.0,60,0.0,1,13,55.5,OWN,home_improvement,Northeast,2022,1,C (Prime),0.5791,High
L100377,629,73800.0,8.1,19100.0,60,2.2,0,5,29.0,MORTGAGE,other,South,2023,0,D (Near-Prime),0.4649,Moderate
L100378,604,51600.0,30.6,3600.0,60,1.4,0,7,65.3,RENT,home_improvement,South,2025,0,D (Near-Prime),0.7641,Severe
L100379,676,82300.0,19.9,8800.0,36,3.6,1,12,35.4,RENT,auto,South,2024,1,C (Prime),0.498,Moderate
L100380,669,32900.0,23.8,14100.0,36,14.4,0,9,45.0,RENT,debt_consolidation,Midwest,2022,0,C (Prime),0.5321,Moderate
L100381,605,82000.0,15.8,8400.0,60,1.2,1,6,19.1,MORTGAGE,credit_card,South,2023,0,D (Near-Prime),0.5278,Moderate
L100382,688,19300.0,7.1,6800.0,36,3.2,0,2,56.9,RENT,other,South,2022,0,C (Prime),0.5164,Moderate
L100383,605,70200.0,13.3,21200.0,36,1.4,0,8,30.5,MORTGAGE,debt_consolidation,Midwest,2024,0,D (Near-Prime),0.5571,High
L100384,752,75100.0,8.4,19400.0,36,2.8,0,9,42.7,RENT,credit_card,South,2025,0,A (Super-Prime),0.356,Low
L100385,749,178700.0,20.1,13000.0,60,3.6,0,8,64.9,MORTGAGE,medical,Northeast,2025,0,B (Prime+),0.2947,Low
L100386,751,35400.0,32.4,5900.0,36,6.4,1,10,43.8,RENT,debt_consolidation,Northeast,2022,0,A (Super-Prime),0.5453,Moderate
L100387,649,76100.0,12.4,9400.0,60,0.6,0,11,26.9,MORTGAGE,debt_consolidation,Midwest,2024,0,D (Near-Prime),0.483,Moderate
L100388,713,74400.0,30.9,8300.0,60,0.8,0,12,61.0,RENT,debt_consolidation,South,2024,0,B (Prime+),0.5988,High
L100389,671,34800.0,16.6,20900.0,60,9.3,0,7,14.1,RENT,auto,Northeast,2023,0,C (Prime),0.4561,Moderate
L100390,655,61700.0,34.5,17500.0,36,2.2,1,9,74.3,MORTGAGE,medical,South,2024,0,C (Prime),0.731,Severe
L100391,658,36500.0,21.6,7300.0,36,3.9,1,12,37.4,RENT,other,South,2024,0,C (Prime),0.621,High
L100392,596,31300.0,4.9,11700.0,60,1.2,1,16,60.6,MORTGAGE,credit_card,Northeast,2024,1,D (Near-Prime),0.6938,Severe
L100393,586,26500.0,0.7,5500.0,36,13.9,0,8,26.6,RENT,other,West,2024,0,D (Near-Prime),0.4983,Moderate
L100394,732,49100.0,24.7,4500.0,36,2.1,0,6,41.8,RENT,medical,West,2024,1,B (Prime+),0.5052,Moderate
L100395,668,33000.0,11.6,10600.0,60,5.6,0,8,29.6,MORTGAGE,debt_consolidation,South,2024,0,C (Prime),0.5136,Moderate
L100396,694,20200.0,15.7,10100.0,60,3.9,0,6,53.5,MORTGAGE,credit_card,South,2025,0,C (Prime),0.5666,High
L100397,745,62500.0,9.0,21300.0,36,6.0,0,5,35.6,RENT,medical,South,2022,0,B (Prime+),0.3458,Low
