loan_id,credit_score,annual_income,dti_ratio,loan_amount,loan_term_months,employment_years,delinq_2yrs,open_accounts,revolving_utilization_pct,home_ownership,purpose,region,origination_year,is_default,risk_grade
L100221,617,21100.0,11.8,12200.0,36,1.6,0,12,11.6,MORTGAGE,debt_consolidation,South,2023,0,D (Near-Prime)
L100222,573,42600.0,22.5,5100.0,36,0.3,0,6,42.7,MORTGAGE,credit_card,South,2023,1,E (Subprime)
L100223,713,59400.0,20.4,6700.0,60,4.0,0,11,34.5,OWN,credit_card,West,2024,0,B (Prime+)
L100224,676,66400.0,14.1,8800.0,36,3.1,1,10,53.8,RENT,debt_consolidation,Midwest,2022,0,C (Prime)
L100225,706,18800.0,10.4,7900.0,36,3.6,0,5,10.3,RENT,credit_card,Midwest,2023,0,B (Prime+)
L100226,616,57700.0,28.9,13600.0,36,2.6,0,3,17.2,MORTGAGE,small_business,Midwest,2023,0,D (Near-Prime)
L100227,637,29000.0,13.6,10500.0,36,0.8,0,5,19.0,MORTGAGE,debt_consolidation,South,2023,0,D (Near-Prime)
L100228,615,40100.0,11.6,27100.0,36,0.1,0,9,33.8,RENT,debt_consolidation,South,2025,1,D (Near-Prime)
L100229,622,24800.0,28.4,9300.0,60,10.9,0,8,71.8,MORTGAGE,debt_consolidation,Midwest,2024,0,D (Near-Prime)
L100230,693,76200.0,17.0,15100.0,36,3.2,0,8,43.8,MORTGAGE,home_improvement,Midwest,2025,1,C (Prime)
L100231,629,232400.0,1.0,10800.0,36,0.3,0,9,43.4,MORTGAGE,small_business,South,2022,0,D (Near-Prime)
L100232,703,85500.0,25.3,10300.0,36,1.4,0,7,43.0,RENT,home_improvement,West,2025,0,B (Prime+)
L100233,702,45800.0,6.3,10600.0,60,13.6,0,4,66.6,MORTGAGE,credit_card,South,2025,0,B (Prime+)
L100234,812,22900.0,14.2,7000.0,60,12.2,2,6,1.7,RENT,debt_consolidation,South,2024,0,A (Super-Prime)
L100235,589,80000.0,19.0,4100.0,60,11.7,1,8,21.0,MORTGAGE,other,Northeast,2025,0,D (Near-Prime)
L100236,738,93500.0,13.0,11300.0,60,4.7,0,8,32.3,RENT,debt_consolidation,Midwest,2025,0,B (Prime+)
L100237,674,31300.0,21.8,25700.0,60,6.1,0,10,16.7,MORTGAGE,other,South,2024,0,C (Prime)
L100238,679,82800.0,25.0,13600.0,36,13.5,0,9,67.0,RENT,debt_consolidation,South,2024,0,C (Prime)
L100239,586,22500.0,8.0,19900.0,60,1.7,0,10,22.5,MORTGAGE,debt_consolidation,Northeast,2024,1,D (Near-Prime)
L100240,650,28800.0,15.6,8300.0,60,1.3,1,6,25.4,MORTGAGE,small_business,West,2024,0,D (Near-Prime)
L100241,728,56700.0,13.6,4000.0,36,3.4,0,4,47.7,OWN,debt_consolidation,Northeast,2024,0,B (Prime+)
L100242,675,27200.0,12.6,6100.0,60,5.5,0,7,50.0,MORTGAGE,debt_consolidation,West,2023,0,C (Prime)
L100243,685,75900.0,14.1,20100.0,36,1.3,0,3,14.2,RENT,debt_consolidation,South,2024,0,C (Prime)
L100244,661,104500.0,12.7,9700.0,60,2.4,0,4,62.5,RENT,debt_consolidation,South,2023,1,C (Prime)
L100245,755,54600.0,27.8,26300.0,36,7.0,0,5,35.0,OWN,home_improvement,West,2024,0,A (Super-Prime)
L100246,679,67000.0,32.1,7500.0,60,1.1,0,8,34.0,MORTGAGE,debt_consolidation,Midwest,2025,0,C (Prime)
L100247,537,113700.0,16.8,17700.0,60,12.5,0,10,28.8,RENT,debt_consolidation,South,2022,0,E (Subprime)
L100248,635,67900.0,19.6,11900.0,36,1.9,0,4,37.0,MORTGAGE,medical,West,2025,0,D (Near-Prime)
L100249,552,99100.0,7.3,8100.0,36,1.3,0,6,66.5,RENT,credit_card,Northeast,2024,1,E (Subprime)
L100250,469,105300.0,12.9,5500.0,36,1.3,0,7,3.3,MORTGAGE,home_improvement,Midwest,2025,1,E (Subprime)
L100251,646,32300.0,32.9,5900.0,60,40.0,0,11,30.4,OWN,home_improvement,West,2025,0,D (Near-Prime)
L100252,767,151200.0,7.4,13400.0,60,6.2,1,9,72.8,MORTGAGE,debt_consolidation,Northeast,2023,0,A (Super-Prime)
L100253,683,93800.0,21.3,14700.0,60,9.7,1,11,17.8,MORTGAGE,debt_consolidation,Northeast,2023,0,C (Prime)
L100254,604,57500.0,11.9,32500.0,36,0.3,0,5,7.5,RENT,credit_card,South,2024,0,D (Near-Prime)
L100255,619,79300.0,21.1,3500.0,60,5.9,1,4,12.4,MORTGAGE,other,South,2023,0,D (Near-Prime)
L100256,753,62300.0,9.0,19200.0,60,1.2,1,9,70.9,RENT,auto,Northeast,2022,0,A (Super-Prime)
L100257,690,59800.0,5.7,11400.0,36,3.2,0,8,28.4,RENT,credit_card,South,2024,0,C (Prime)
L100258,683,33400.0,23.8,10300.0,60,12.3,0,10,56.5,MORTGAGE,credit_card,South,2023,0,C (Prime)
L100259,677,44300.0,21.2,11000.0,60,5.3,0,4,26.6,RENT,medical,Northeast,2025,0,C (Prime)
L100260,682,45800.0,12.9,15100.0,36,5.9,0,10,42.3,RENT,small_business,Midwest,2025,0,C (Prime)
L100261,732,90200.0,16.8,5100.0,36,0.8,0,9,54.8,OWN,debt_consolidation,South,2023,0,B (Prime+)
L100262,716,67500.0,24.3,14100.0,36,1.5,0,10,22.1,RENT,small_business,South,2023,1,B (Prime+)
L100263,694,65300.0,20.7,20900.0,36,0.6,1,9,36.1,RENT,home_improvement,West,2023,1,C (Prime)
L100264,612,51000.0,26.1,7400.0,36,12.5,0,4,30.8,MORTGAGE,medical,South,2024,0,D (Near-Prime)
L100265,713,98200.0,24.1,20100.0,36,2.6,0,6,52.9,MORTGAGE,auto,Northeast,2023,0,B (Prime+)
L100266,636,16800.0,5.9,4900.0,60,3.5,0,5,36.3,OWN,auto,South,2024,1,D (Near-Prime)
L100267,751,34900.0,9.9,4800.0,60,0.4,0,13,24.8,RENT,debt_consolidation,West,2023,0,A (Super-Prime)
L100268,597,84700.0,10.3,17300.0,36,4.0,0,5,19.9,MORTGAGE,medical,South,2025,0,D (Near-Prime)
L100269,671,44300.0,11.1,19200.0,36,2.2,0,7,42.0,MORTGAGE,medical,South,2022,0,C (Prime)
L100270,680,73200.0,7.1,7700.0,60,3.1,0,6,40.6,MORTGAGE,home_improvement,West,2025,0,C (Prime)
L100271,594,114600.0,24.2,10500.0,36,12.1,0,8,40.8,OWN,debt_consolidation,Northeast,2023,1,D (Near-Prime)
L100272,792,78900.0,0.4,9200.0,60,2.5,1,7,47.7,OWN,other,Midwest,2023,0,A (Super-Prime)
L100273,775,26800.0,4.1,4400.0,60,4.7,1,6,33.8,RENT,debt_consolidation,Northeast,2024,0,A (Super-Prime)
L100274,650,48400.0,12.1,38000.0,36,1.9,2,6,30.5,RENT,home_improvement,Northeast,2025,0,D (Near-Prime)
L100275,730,31200.0,11.2,8400.0,60,13.8,1,9,69.6,MORTGAGE,debt_consolidation,West,2025,0,B (Prime+)
L100276,705,67500.0,4.9,3400.0,36,0.8,1,12,59.6,OWN,debt_consolidation,South,2023,0,B (Prime+)
L100277,510,88300.0,22.7,31900.0,36,2.7,0,7,33.8,RENT,debt_consolidation,South,2024,0,E (Subprime)
L100278,696,48100.0,9.4,17400.0,60,0.9,1,6,15.4,RENT,auto,Northeast,2024,0,C (Prime)
L100279,676,68800.0,12.9,10900.0,36,2.6,0,9,26.5,MORTGAGE,home_improvement,West,2025,0,C (Prime)
L100280,685,49000.0,15.1,10700.0,36,26.1,1,12,54.3,MORTGAGE,auto,West,2025,0,C (Prime)
L100281,610,134600.0,21.1,9100.0,60,12.5,0,7,41.5,OWN,credit_card,South,2022,0,D (Near-Prime)
L100282,662,57500.0,28.4,4500.0,36,7.7,1,7,45.3,RENT,home_improvement,West,2023,0,C (Prime)
L100283,668,60200.0,24.2,13000.0,36,2.8,0,9,59.6,OWN,debt_consolidation,Midwest,2023,1,C (Prime)
L100284,757,70700.0,20.4,4000.0,60,14.3,0,11,9.1,OWN,medical,West,2025,0,A (Super-Prime)
L100285,702,89200.0,12.0,23900.0,60,9.0,0,5,80.1,RENT,medical,Midwest,2024,1,B (Prime+)
L100286,680,75200.0,11.7,18400.0,36,3.0,0,8,29.8,MORTGAGE,auto,South,2024,1,C (Prime)
L100287,779,53300.0,21.6,5100.0,60,9.7,0,15,61.1,RENT,debt_consolidation,South,2024,0,A (Super-Prime)
L100288,644,55500.0,13.6,13700.0,36,4.1,0,9,32.7,MORTGAGE,home_improvement,Midwest,2024,1,D (Near-Prime)
L100289,655,68900.0,26.6,7900.0,60,12.8,0,6,51.4,OWN,medical,West,2024,0,C (Prime)
L100290,562,71600.0,19.1,10300.0,36,2.7,0,9,48.7,MORTGAGE,auto,Midwest,2024,1,E (Subprime)
L100291,782,45300.0,22.6,6400.0,60,7.7,0,7,54.9,OWN,debt_consolidation,Northeast,2025,0,A (Super-Prime)
L100292,743,41100.0,19.6,26700.0,36,8.2,0,11,28.9,MORTGAGE,auto,South,2023,0,B (Prime+)
L100293,740,48400.0,1.9,9600.0,60,2.5,1,10,49.8,MORTGAGE,debt_consolidation,Northeast,2022,0,B (Prime+)
L100294,723,67400.0,19.4,15800.0,60,6.7,1,7,30.2,MORTGAGE,debt_consolidation,Midwest,2023,0,B (Prime+)
L100295,687,43800.0,13.0,5100.0,60,9.7,0,9,33.3,RENT,credit_card,Northeast,2023,0,C (Prime)
L100296,694,32400.0,12.0,14200.0,60,2.9,0,10,51.5,RENT,home_improvement,Northeast,2024,0,C (Prime)
L100297,664,46200.0,6.6,12400.0,60,8.2,0,14,42.2,RENT,debt_consolidation,West,2023,0,C (Prime)
L100298,667,42900.0,21.6,14000.0,36,12.3,0,7,56.5,MORTGAGE,home_improvement,South,2022,1,C (Prime)
L100299,684,72200.0,10.3,14600.0,60,4.5,0,9,10.9,OWN,debt_consolidation,South,2025,0,C (Prime)
L100300,778,42400.0,10.0,8800.0,60,1.4,0,8,19.7,OWN,debt_consolidation,South,2024,0,A (Super-Prime)
L100301,716,44600.0,7.1,7000.0,36,0.8,1,9,23.6,RENT,debt_consolidation,Northeast,2025,0,B (Prime+)
L100302,676,131900.0,22.2,8500.0,60,0.4,1,6,33.8,MORTGAGE,home_improvement,Northeast,2024,0,C (Prime)
L100303,642,67000.0,25.6,2000.0,36,5.7,0,10,44.4,OWN,credit_card,South,2024,0,D (Near-Prime)
L100304,639,34900.0,3.3,6100.0,36,9.2,1,12,44.4,RENT,credit_card,Northeast,2025,0,D (Near-Prime)
L100305,784,95900.0,20.1,10700.0,36,2.4,0,7,16.3,MORTGAGE,credit_card,West,2024,0,A (Super-Prime)
L100306,713,45600.0,21.5,4800.0,36,4.0,0,5,25.9,RENT,credit_card,Northeast,2024,1,B (Prime+)
L100307,684,36900.0,4.8,7100.0,60,0.2,1,7,40.4,MORTGAGE,credit_card,West,2023,0,C (Prime)
L100308,657,73700.0,16.5,50000.0,36,12.3,0,5,48.9,MORTGAGE,debt_consolidation,Northeast,2025,0,C (Prime)
L100309,608,27700.0,2.8,10800.0,36,1.5,0,2,31.8,RENT,other,South,2023,0,D (Near-Prime)
L100310,676,52500.0,3.0,17300.0,36,3.6,0,7,42.0,MORTGAGE,small_business,South,2025,0,C (Prime)
L100311,737,70800.0,16.6,11900.0,36,3.5,0,9,45.6,OWN,debt_consolidation,West,2023,0,B (Prime+)
L100312,654,77300.0,24.2,7300.0,36,1.9,0,6,34.5,MORTGAGE,medical,South,2023,1,C (Prime)
L100313,665,42200.0,14.9,1700.0,36,10.5,1,4,70.7,MORTGAGE,medical,Midwest,2024,0,C (Prime)
L100314,666,42800.0,5.4,10700.0,60,0.5,0,7,66.3,RENT,small_business,South,2024,0,C (Prime)
L100315,687,52100.0,5.6,20800.0,36,2.3,0,8,26.4,MORTGAGE,credit_card,South,2024,0,C (Prime)
L100316,576,96400.0,32.5,17400.0,36,6.9,0,7,84.3,MORTGAGE,medical,West,2024,0,E (Subprime)
L100317,665,23200.0,9.3,18800.0,36,9.3,0,5,24.4,RENT,home_improvement,Midwest,2024,0,C (Prime)
L100318,624,80000.0,3.2,5800.0,60,6.2,1,7,45.6,MORTGAGE,debt_consolidation,South,2025,0,D (Near-Prime)
L100319,737,62500.0,11.7,16700.0,36,6.4,0,4,73.1,MORTGAGE,home_improvement,Northeast,2025,0,B (Prime+)
L100320,630,103800.0,32.6,21000.0,60,0.3,0,12,45.4,MORTGAGE,debt_consolidation,Northeast,2025,0,D (Near-Prime)
L100321,718,31900.0,8.1,4900.0,36,3.7,1,15,35.8,RENT,debt_consolidation,South,2025,1,B (Prime+)
L100322,779,93800.0,9.3,4000.0,36,0.2,1,8,8.9,MORTGAGE,credit_card,South,2023,0,A (Super-Prime)
L100323,660,36000.0,10.2,2500.0,60,0.0,0,6,19.4,MORTGAGE,debt_consolidation,South,2022,1,C (Prime)
L100324,641,62600.0,20.4,7700.0,60,7.5,0,8,26.1,MORTGAGE,credit_card,South,2024,0,D (Near-Prime)
L100325,692,45100.0,28.9,9600.0,60,1.4,0,10,52.6,OWN,other,West,2024,1,C (Prime)
L100326,680,16900.0,27.3,12000.0,36,1.2,1,6,11.9,OWN,auto,Northeast,2025,0,C (Prime)
L100327,615,52800.0,19.0,3600.0,36,8.4,2,7,12.3,MORTGAGE,small_business,Northeast,2024,1,D (Near-Prime)
L100328,710,65400.0,6.5,16700.0,36,0.7,0,10,41.0,RENT,other,Midwest,2025,1,B (Prime+)
L100329,811,81800.0,19.1,19700.0,60,4.3,0,9,33.6,OWN,other,South,2022,1,A (Super-Prime)
L100330,663,40300.0,9.6,5800.0,60,19.0,0,8,38.2,MORTGAGE,credit_card,West,2025,0,C (Prime)
L100331,667,31200.0,14.4,6300.0,60,4.6,0,6,29.3,RENT,debt_consolidation,South,2023,0,C (Prime)
L100332,612,76000.0,33.4,9400.0,36,5.3,0,9,66.4,RENT,debt_consolidation,Northeast,2025,0,D (Near-Prime)
L100333,701,45900.0,19.5,7900.0,36,6.0,0,7,86.0,MORTGAGE,other,South,2023,0,B (Prime+)
L100334,599,89300.0,18.8,5900.0,60,1.3,1,8,26.0,MORTGAGE,medical,South,2024,0,D (Near-Prime)
L100335,608,106800.0,5.7,6300.0,36,3.0,1,10,47.1,MORTGAGE,credit_card,South,2025,0,D (Near-Prime)
L100336,763,48700.0,11.7,11900.0,36,12.4,0,8,32.1,RENT,credit_card,Midwest,2025,1,A (Super-Prime)
L100337,621,50100.0,9.5,21000.0,36,2.1,2,8,65.0,RENT,small_business,Midwest,2022,1,D (Near-Prime)
L100338,750,38600.0,4.7,18800.0,36,2.0,1,9,17.9,MORTGAGE,other,South,2025,0,B (Prime+)
L100339,779,20800.0,11.4,10500.0,36,0.3,0,7,8.9,RENT,debt_consolidation,Northeast,2025,1,A (Super-Prime)
L100340,697,54200.0,7.9,11500.0,60,5.5,2,4,67.7,RENT,credit_card,West,2024,0,C (Prime)
L100341,716,76800.0,6.4,22000.0,36,7.5,0,6,22.5,MORTGAGE,debt_consolidation,Midwest,2024,0,B (Prime+)
L100342,807,90000.0,27.2,14700.0,60,3.8,1,9,7.2,OWN,auto,Midwest,2022,0,A (Super-Prime)
L100343,667,53900.0,8.3,13400.0,60,2.7,0,6,23.8,OWN,other,Northeast,2022,0,C (Prime)
L100344,641,131000.0,8.6,10700.0,36,6.8,0,11,54.5,RENT,other,West,2025,0,D (Near-Prime)
L100345,592,42400.0,12.7,6700.0,36,12.0,1,9,30.9,MORTGAGE,debt_consolidation,Midwest,2025,0,D (Near-Prime)
L100346,683,53800.0,6.0,18100.0,36,1.8,0,17,19.5,OWN,credit_card,Northeast,2022,0,C (Prime)
L100347,776,42100.0,15.8,16700.0,60,0.2,0,9,4.2,MORTGAGE,other,Northeast,2022,0,A (Super-Prime)
L100348,742,44200.0,1.6,6500.0,36,2.8,0,5,93.0,RENT,other,Midwest,2025,0,B (Prime+)
L100349,619,47700.0,25.4,5800.0,36,0.1,0,7,23.6,OWN,debt_consolidation,Northeast,2025,0,D (Near-Prime)
L100350,624,39300.0,10.6,8100.0,36,5.9,1,8,21.2,MORTGAGE,debt_consolidation,Midwest,2023,0,D (Near-Prime)
L100351,647,44600.0,9.2,4400.0,60,3.8,0,10,62.1,MORTGAGE,debt_consolidation,South,2025,0,D (Near-Prime)
L100352,699,62300.0,6.3,3900.0,36,2.3,0,7,18.2,MORTGAGE,credit_card,Midwest,2023,0,C (Prime)
L100353,667,57400.0,17.5,4300.0,36,0.7,0,12,33.1,RENT,debt_consolidation,Northeast,2023,0,C (Prime)
L100354,694,33200.0,17.4,34700.0,36,14.1,1,3,57.0,RENT,debt_consolidation,Northeast,2025,0,C (Prime)
L100355,699,69400.0,11.3,10500.0,60,5.7,2,11,41.2,MORTGAGE,other,West,2024,0,C (Prime)
L100356,661,37000.0,31.0,10700.0,36,2.2,2,11,58.4,RENT,other,Northeast,2025,1,C (Prime)
L100357,677,67700.0,17.3,11400.0,60,2.8,0,5,68.7,MORTGAGE,debt_consolidation,Midwest,2025,0,C (Prime)
L100358,693,56400.0,32.0,8300.0,36,0.8,0,7,23.3,RENT,home_improvement,South,2025,1,C (Prime)
L100359,675,21900.0,16.1,8500.0,36,4.5,0,9,41.8,RENT,other,Northeast,2024,1,C (Prime)
L100360,713,33300.0,3.6,4700.0,36,6.9,1,8,40.8,OWN,auto,West,2023,0,B (Prime+)
L100361,802,85600.0,8.0,11300.0,36,9.0,0,9,19.7,RENT,debt_consolidation,South,2024,0,A (Super-Prime)
L100362,718,40200.0,4.0,10400.0,60,5.2,0,7,32.7,MORTGAGE,debt_consolidation,Midwest,2022,0,B (Prime+)
L100363,684,39900.0,13.4,12500.0,36,3.5,2,8,7.1,MORTGAGE,debt_consolidation,Northeast,2025,0,C (Prime)
L100364,570,44400.0,10.1,24000.0,36,5.6,1,10,20.2,MORTGAGE,other,South,2024,0,E (Subprime)
L100365,705,57600.0,11.5,7900.0,36,0.4,0,11,12.0,OWN,auto,South,2024,0,B (Prime+)
L100366,553,71700.0,9.1,6100.0,60,2.7,0,7,23.5,RENT,debt_consolidation,South,2025,0,E (Subprime)
L100367,588,47400.0,9.4,6300.0,36,7.0,0,17,11.2,RENT,debt_consolidation,South,2024,0,D (Near-Prime)
L100368,736,121800.0,21.0,9400.0,60,1.7,0,8,30.1,MORTGAGE,medical,South,2025,0,B (Prime+)
L100369,726,41600.0,6.7,4800.0,36,2.2,1,8,44.2,OWN,medical,Midwest,2024,0,B (Prime+)
L100370,670,43800.0,17.1,11600.0,36,6.9,0,6,52.2,OWN,auto,West,2023,0,C (Prime)
L100371,569,50000.0,22.1,4600.0,36,0.7,0,6,10.7,MORTGAGE,debt_consolidation,South,2024,1,E (Subprime)
L100372,656,59100.0,14.2,13000.0,60,2.5,1,8,36.8,RENT,home_improvement,Midwest,2024,0,C (Prime)
L100373,636,109400.0,18.4,9000.0,60,13.8,1,5,66.4,RENT,home_improvement,South,2024,0,D (Near-Prime)
L100374,721,166900.0,25.4,7600.0,60,0.6,1,5,14.0,MORTGAGE,credit_card,South,2025,0,B (Prime+)
L100375,827,46500.0,35.7,20300.0,36,1.0,0,6,28.1,OWN,debt_consolidation,South,2023,0,A (Super-Prime)
L100376,694,50400.0,14.9,22100.0,60,0.0,1,13,55.5,OWN,home_improvement,Northeast,2022,1,C (Prime)
L100377,629,73800.0,8.1,19100.0,60,2.2,0,5,29.0,MORTGAGE,other,South,2023,0,D (Near-Prime)
L100378,604,51600.0,30.6,3600.0,60,1.4,0,7,65.3,RENT,home_improvement,South,2025,0,D (Near-Prime)
L100379,676,82300.0,19.9,8800.0,36,3.6,1,12,35.4,RENT,auto,South,2024,1,C (Prime)
L100380,669,32900.0,23.8,14100.0,36,14.4,0,9,45.0,RENT,debt_consolidation,Midwest,2022,0,C (Prime)
L100381,605,82000.0,15.8,8400.0,60,1.2,1,6,19.1,MORTGAGE,credit_card,South,2023,0,D (Near-Prime)
L100382,688,19300.0,7.1,6800.0,36,3.2,0,2,56.9,RENT,other,South,2022,0,C (Prime)
L100383,605,70200.0,13.3,21200.0,36,1.4,0,8,30.5,MORTGAGE,debt_consolidation,Midwest,2024,0,D (Near-Prime)
L100384,752,75100.0,8.4,19400.0,36,2.8,0,9,42.7,RENT,credit_card,South,2025,0,A (Super-Prime)
L100385,749,178700.0,20.1,13000.0,60,3.6,0,8,64.9,MORTGAGE,medical,Northeast,2025,0,B (Prime+)
L100386,751,35400.0,32.4,5900.0,36,6.4,1,10,43.8,RENT,debt_consolidation,Northeast,2022,0,A (Super-Prime)
L100387,649,76100.0,12.4,9400.0,60,0.6,0,11,26.9,MORTGAGE,debt_consolidation,Midwest,2024,0,D (Near-Prime)
L100388,713,74400.0,30.9,8300.0,60,0.8,0,12,61.0,RENT,debt_consolidation,South,2024,0,B (Prime+)
L100389,671,34800.0,16.6,20900.0,60,9.3,0,7,14.1,RENT,auto,Northeast,2023,0,C (Prime)
L100390,655,61700.0,34.5,17500.0,36,2.2,1,9,74.3,MORTGAGE,medical,South,2024,0,C (Prime)
L100391,658,36500.0,21.6,7300.0,36,3.9,1,12,37.4,RENT,other,South,2024,0,C (Prime)
L100392,596,31300.0,4.9,11700.0,60,1.2,1,16,60.6,MORTGAGE,credit_card,Northeast,2024,1,D (Near-Prime)
L100393,586,26500.0,0.7,5500.0,36,13.9,0,8,26.6,RENT,other,West,2024,0,D (Near-Prime)
L100394,732,49100.0,24.7,4500.0,36,2.1,0,6,41.8,RENT,medical,West,2024,1,B (Prime+)
L100395,668,33000.0,11.6,10600.0,60,5.6,0,8,29.6,MORTGAGE,debt_consolidation,South,2024,0,C (Prime)
L100396,694,20200.0,15.7,10100.0,60,3.9,0,6,53.5,MORTGAGE,credit_card,South,2025,0,C (Prime)
L100397,745,62500.0,9.0,21300.0,36,6.0,0,5,35.6,RENT,medical,South,2022,0,B (Prime+)
L100398,567,24000.0,4.3,12300.0,60,5.1,0,6,27.0,OWN,other,Northeast,2024,0,E (Subprime)
L100399,629,75900.0,24.9,4100.0,36,2.7,2,9,29.1,MORTGAGE,debt_consolidation,Midwest,2022,0,D (Near-Prime)
L100400,691,61100.0,17.2,26900.0,60,0.9,0,8,36.6,MORTGAGE,auto,South,2022,1,C (Prime)
L100401,705,36600.0,10.6,6800.0,36,0.4,0,7,33.3,RENT,small_business,South,2025,0,B (Prime+)
L100402,655,25400.0,25.5,8600.0,36,1.2,1,10,18.1,RENT,debt_consolidation,South,2023,0,C (Prime)
L100403,747,35200.0,3.3,11300.0,36,9.6,0,6,65.2,OWN,debt_consolidation,West,2024,0,B (Prime+)
L100404,694,28400.0,3.1,21300.0,36,0.5,0,6,60.4,RENT,debt_consolidation,West,2023,0,C (Prime)
L100405,601,45300.0,24.0,2200.0,36,10.2,0,5,83.2,MORTGAGE,debt_consolidation,Northeast,2023,0,D (Near-Prime)
L100406,620,45500.0,14.2,13600.0,36,3.9,0,11,55.9,RENT,debt_consolidation,South,2023,0,D (Near-Prime)
L100407,732,178000.0,6.6,15000.0,36,2.4,0,8,37.1,MORTGAGE,debt_consolidation,West,2023,0,B (Prime+)
L100408,710,19900.0,25.1,50000.0,36,5.2,0,4,17.0,RENT,medical,Northeast,2024,0,B (Prime+)
L100409,557,40900.0,9.8,16100.0,60,0.2,1,5,63.9,MORTGAGE,debt_consolidation,Midwest,2025,1,E (Subprime)
L100410,768,71000.0,15.9,17000.0,36,4.9,0,12,29.7,RENT,other,Midwest,2023,0,A (Super-Prime)
L100411,719,89000.0,12.4,7500.0,60,2.1,0,10,47.3,MORTGAGE,credit_card,West,2022,0,B (Prime+)
L100412,767,103500.0,12.7,7500.0,36,0.6,0,9,16.4,RENT,debt_consolidation,Northeast,2024,0,A (Super-Prime)
L100413,655,33800.0,24.1,6800.0,36,0.8,1,12,21.2,MORTGAGE,medical,South,2022,1,C (Prime)
L100414,661,79900.0,11.7,2000.0,60,3.6,0,4,53.4,RENT,debt_consolidation,Northeast,2024,0,C (Prime)
L100415,607,15000.0,11.4,5200.0,36,2.4,2,7,55.5,RENT,debt_consolidation,Northeast,2023,0,D (Near-Prime)
L100416,845,48700.0,17.6,11700.0,60,3.5,0,8,9.3,RENT,other,Northeast,2022,0,A (Super-Prime)
L100417,669,81900.0,5.7,7700.0,60,1.1,1,11,28.2,MORTGAGE,debt_consolidation,South,2023,0,C (Prime)
L100418,783,76400.0,16.1,15800.0,36,6.9,0,8,30.4,MORTGAGE,debt_consolidation,Northeast,2024,0,A (Super-Prime)
L100419,638,27500.0,5.7,3100.0,60,0.2,0,8,50.2,MORTGAGE,other,South,2024,0,D (Near-Prime)
L100420,691,36300.0,14.7,6000.0,36,5.3,0,4,53.4,OWN,credit_card,Northeast,2023,0,C (Prime)
L100421,571,19100.0,14.0,20900.0,60,7.5,0,11,53.1,MORTGAGE,auto,West,2023,0,E (Subprime)
L100422,655,37800.0,10.2,9100.0,60,4.8,0,4,20.6,RENT,home_improvement,Midwest,2023,1,C (Prime)
L100423,744,27800.0,10.0,14500.0,60,16.1,0,7,3.8,RENT,debt_consolidation,South,2025,0,B (Prime+)
L100424,599,61800.0,20.3,22200.0,60,0.2,0,13,41.7,RENT,credit_card,South,2025,1,D (Near-Prime)
L100425,750,37500.0,10.8,50000.0,60,1.2,1,5,20.2,OWN,auto,Midwest,2023,0,B (Prime+)
L100426,702,72300.0,28.2,12700.0,36,5.1,1,6,34.3,RENT,credit_card,West,2024,0,B (Prime+)
L100427,612,51300.0,1.8,20300.0,36,2.6,0,6,37.5,RENT,other,Midwest,2022,0,D (Near-Prime)
L100428,647,46000.0,6.2,13200.0,60,4.5,0,10,74.4,MORTGAGE,debt_consolidation,West,2025,0,D (Near-Prime)
L100429,650,127200.0,8.0,5800.0,36,4.4,1,6,19.3,OWN,credit_card,West,2024,0,D (Near-Prime)
L100430,677,95300.0,17.6,10000.0,36,1.4,0,11,82.2,MORTGAGE,small_business,Midwest,2025,1,C (Prime)
L100431,645,28500.0,16.1,2200.0,36,2.8,0,7,63.0,RENT,other,South,2022,1,D (Near-Prime)
L100432,626,105800.0,1.8,14000.0,60,0.2,0,5,37.1,RENT,home_improvement,South,2024,0,D (Near-Prime)
L100433,660,78300.0,19.4,7700.0,36,1.8,0,7,12.8,RENT,debt_consolidation,South,2022,0,C (Prime)
L100434,613,103000.0,28.8,7500.0,36,2.1,0,6,53.4,RENT,credit_card,Northeast,2023,0,D (Near-Prime)
L100435,596,67300.0,6.5,12100.0,36,5.5,0,6,57.2,RENT,auto,South,2024,0,D (Near-Prime)
L100436,677,22600.0,38.0,9300.0,60,3.4,0,11,32.0,MORTGAGE,debt_consolidation,South,2025,0,C (Prime)
L100437,737,45100.0,3.3,6600.0,60,1.8,0,5,23.0,MORTGAGE,credit_card,South,2025,0,B (Prime+)
L100438,581,16600.0,10.4,8100.0,60,16.8,0,6,17.1,RENT,debt_consolidation,Northeast,2024,0,D (Near-Prime)
L100439,680,27400.0,17.7,23000.0,36,3.1,0,10,20.1,OWN,credit_card,West,2023,1,C (Prime)
L100440,638,38500.0,20.1,11900.0,36,2.7,0,7,25.6,MORTGAGE,debt_consolidation,Midwest,2023,1,D (Near-Prime)
L100441,616,100200.0,11.2,17100.0,60,0.5,0,11,22.4,RENT,debt_consolidation,West,2022,0,D (Near-Prime)
L100442,735,55200.0,5.4,5200.0,60,4.8,0,10,16.7,MORTGAGE,debt_consolidation,West,2025,0,B (Prime+)
L100443,646,60100.0,23.4,2700.0,36,8.0,1,7,16.2,MORTGAGE,auto,West,2025,1,D (Near-Prime)
L100444,777,77400.0,23.8,14500.0,36,0.0,0,6,24.2,MORTGAGE,debt_consolidation,South,2023,0,A (Super-Prime)
